MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-23372,CCCc1c(ccnc1CCC)N=Nc1ccncc1CCC.CCCc1cc(N=Nc2cc(CCC)c(c(c2)CCC)C(=O)[O-])ccc1C(=O)[O-].CCCc1cc2cc(cc(c2cc1C(=O)[O-])CCC)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.718118,1.98978,3.00839,4.80994,6.3143,[Zn][Zn],"['CCCc1c(ccnc1CCC)N=Nc1ccncc1CCC', 'CCCc1cc(N=Nc2cc(CCC)c(c(c2)CCC)C(=O)[O-])ccc1C(=O)[O-]', 'CCCc1cc2cc(cc(c2cc1C(=O)[O-])CCC)C(=O)[O-]']",3
hMOF-5049034,ClC1=CC(=[C]C=N1)C=[C]C1=C(Cl)C(=NC(=[C]1)Cl)Cl.[O-]C(=O)C1=[C]C=C(C=C1)C=Cc1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c2c1C[CH]2)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5049034,0.457279,1.65763,2.71971,4.83171,6.14243,[Zn][Zn],"['ClC1=CC(=[C]C=N1)C=[C]C1=C(Cl)C(=NC(=[C]1)Cl)Cl', '[O-]C(=O)C1=[C]C=C(C=C1)C=Cc1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C[CH]2)C(=O)[O-]']",3
hMOF-21123,Fc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])F.Fc1cnccc1N=Nc1ccnc(c1F)F.[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1,0.225518,1.08975,2.02706,5.49149,8.79685,[Zn][Zn],"['Fc1cc(C(=O)[O-])c(cc1N=Nc1ccc(cc1)C(=O)[O-])F', 'Fc1cnccc1N=Nc1ccnc(c1F)F', '[O-]C(=O)[C]=CC(=[C]C(=O)[O-])F']",3
hMOF-25246,CCc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1)CC)C(=O)[O-])CC.CCc1cc2c3cc(C(=O)[O-])c(cc3cc(c2c(c1CC)C(=O)[O-])CC)CC.CCc1nc(CC)c(c(c1)C#Cc1ccncc1)CC.[Zn][Zn] MOFid-v1.pcu.cat1,0.367316,1.40827,2.56965,4.98952,7.06969,[Zn][Zn],"['CCc1cc(C(=O)[O-])c(cc1C#Cc1ccc(c(c1)CC)C(=O)[O-])CC', 'CCc1cc2c3cc(C(=O)[O-])c(cc3cc(c2c(c1CC)C(=O)[O-])CC)CC', 'CCc1nc(CC)c(c(c1)C#Cc1ccncc1)CC']",3
hMOF-5043642,CCCC1C(CCC)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])C(C2(CCC)CCC)CCC)(CCC)CCC.CCCC1C(CCC)C2(C#N)C(C(C1(C#N)C(C2CCC)CCC)CCC)CCC.CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1.[Zn][Zn] MOFid-v1.pcu.cat0;5043642,0.354686,1.35375,2.2311,5.57027,8.42333,[Zn][Zn],"['CCCC1C(CCC)C2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])C(C2(CCC)CCC)CCC)(CCC)CCC', 'CCCC1C(CCC)C2(C#N)C(C(C1(C#N)C(C2CCC)CCC)CCC)CCC', 'CCCc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])cccc1']",3
hMOF-5049404,Fc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1F)C(=O)[O-].Fc1cc(N=Nc2c(F)cnc(c2F)F)c(c(n1)F)F.[O-]C(=O)C1=CC(=C([C]=C1F)[C]=[C]C1=C(F)C=C(C(=[C]1)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat2;5049404,0.322851,1.29969,2.05948,4.11335,5.78542,[Zn][Zn],"['Fc1c(N=Nc2ccc(cc2)C(=O)[O-])ccc(c1F)C(=O)[O-]', 'Fc1cc(N=Nc2c(F)cnc(c2F)F)c(c(n1)F)F', '[O-]C(=O)C1=CC(=C([C]=C1F)[C]=[C]C1=C(F)C=C(C(=[C]1)F)C(=O)[O-])F']",3
hMOF-25241,CC1=Cc2c(C(=[C]1)C(=O)[O-])c(C)c(c1=C(C=C([C]=c21)C(=O)[O-])C)C.Cc1cc(C(=O)[O-])c(c(c1C#Cc1c(C)cc(c(c1C)C)C(=O)[O-])C)C.Cc1nccc(c1)C#Cc1ccnc(c1C)C.[Zn][Zn] MOFid-v1.pcu.cat1,0.400368,1.8695,3.14823,7.20698,9.65462,[Zn][Zn],"['CC1=Cc2c(C(=[C]1)C(=O)[O-])c(C)c(c1=C(C=C([C]=c21)C(=O)[O-])C)C', 'Cc1cc(C(=O)[O-])c(c(c1C#Cc1c(C)cc(c(c1C)C)C(=O)[O-])C)C', 'Cc1nccc(c1)C#Cc1ccnc(c1C)C']",3
hMOF-5056599,FC1=[C]C(=C(C(=C1N1C(=O)C2=C(F)[C]=c3c4c2c(C1=O)c(F)c(c4c1c2c3=[C]C=C3c2c(c(c1)F)C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-])F)F)F)C(=O)[O-].Fc1cnccc1c1cc(F)c(c(c1F)F)c1c(F)c(F)nc(c1F)F.[O-]C(=O)C1=C(F)C(=C(C=[C]1)c1ccc(cc1F)c1cc(F)c(c(c1F)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat3;5056599,0.760999,1.90463,2.93477,4.69166,5.95809,[Zn][Zn],"['FC1=[C]C(=C(C(=C1N1C(=O)C2=C(F)[C]=c3c4c2c(C1=O)c(F)c(c4c1c2c3=[C]C=C3c2c(c(c1)F)C(=O)N(C3=O)c1c(F)cc(c(c1F)F)C(=O)[O-])F)F)F)C(=O)[O-]', 'Fc1cnccc1c1cc(F)c(c(c1F)F)c1c(F)c(F)nc(c1F)F', '[O-]C(=O)C1=C(F)C(=C(C=[C]1)c1ccc(cc1F)c1cc(F)c(c(c1F)F)C(=O)[O-])F']",3
hMOF-5041614,Fc1nccc(c1)N=Nc1ccnc(c1F)F.[O-]C(=O)C12CC(F)C(C(C1)F)(C(C2)(F)F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N=Nc1c(F)cc(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5041614,0.440508,1.36003,2.05679,4.83594,7.01992,[Zn][Zn],"['Fc1nccc(c1)N=Nc1ccnc(c1F)F', '[O-]C(=O)C12CC(F)C(C(C1)F)(C(C2)(F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)N=Nc1c(F)cc(cc1F)C(=O)[O-]']",3
hMOF-5057476,CCC1=C([CH2])C2=c3ccc4=[C]N([C]=C5c4c3C(=C[CH]5)C3=C([C]=C4C(=C1C(=O)N([C]4)c1ccc(c(c1)CC)C(=O)[O-])[C]23)[CH2])c1c(CC)cc(cc1CC)C(=O)[O-].CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2CC.CCc1cc2nccnc2cc1CC.[Zn][Zn] MOFid-v1.pcu.cat0;5057476,0.301396,1.41218,2.18067,7.79486,14.0046,[Zn][Zn],"['CCC1=C([CH2])C2=c3ccc4=[C]N([C]=C5c4c3C(=C[CH]5)C3=C([C]=C4C(=C1C(=O)N([C]4)c1ccc(c(c1)CC)C(=O)[O-])[C]23)[CH2])c1c(CC)cc(cc1CC)C(=O)[O-]', 'CCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])cccc2CC', 'CCc1cc2nccnc2cc1CC']",3
hMOF-23677,Cc1ncc2c(c1C)c(C)ncc2.[O-]C(=O)c1cc(C)c2c(c1)ccc(c2)C(=O)[O-].[O-]C(=O)c1cc2c(C)cc(c(c2cc1C)C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.694589,1.88557,2.18409,3.09656,3.6147,[Zn][Zn],"['Cc1ncc2c(c1C)c(C)ncc2', '[O-]C(=O)c1cc(C)c2c(c1)ccc(c2)C(=O)[O-]', '[O-]C(=O)c1cc2c(C)cc(c(c2cc1C)C)C(=O)[O-]']",3
hMOF-5058302,ClC1=CN=C[C]=C1C=[C]c1ccnc(c1Cl)Cl.ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)c2c3=C1C=[C]c1c3c(c(c2)Cl)c2c3c1=[C]C(=C1C3=C([C]=C2)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-])Cl.[O-]C(=O)c1ccc(c(c1)Cl)[C]=C(C1(Cl)[CH]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl)Cl.[Zn][Zn] MOFid-v1.pcu.cat2;5058302,0.622781,2.20199,3.1033,5.39593,6.76239,[Zn][Zn],"['ClC1=CN=C[C]=C1C=[C]c1ccnc(c1Cl)Cl', 'ClO[C]1N(C2=CC=C(C(=[C]2)Cl)C(=O)[O-])C(=O)c2c3=C1C=[C]c1c3c(c(c2)Cl)c2c3c1=[C]C(=C1C3=C([C]=C2)C(=O)N(C1=O)c1ccc(c(c1)Cl)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(c(c1)Cl)[C]=C(C1(Cl)[CH]C(=C(C(=[C]1)Cl)C(=O)[O-])Cl)Cl']",3
hMOF-23509,CCCC(=CC(=O)[O-])C=C(C(=O)[O-])CCC.CCCN=C(CCC)C=N.CCCc1cc2c(CCC)c(cc(c2cc1C(=O)[O-])CCC)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.229166,1.11517,2.25008,5.19543,7.14738,[Zn][Zn],"['CCCC(=CC(=O)[O-])C=C(C(=O)[O-])CCC', 'CCCN=C(CCC)C=N', 'CCCc1cc2c(CCC)c(cc(c2cc1C(=O)[O-])CCC)C(=O)[O-]']",3
hMOF-25052,ClC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])Cl.Clc1cnc2c(n1)CC2Cl.[O-]C(=O)C1=Cc2c([C]=C1)ccc1=C(C(=[C]C=c21)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.274843,1.21025,2.29018,5.12428,7.06118,[Zn][Zn],"['ClC1Cc2c1c(C(=O)[O-])c(cc2C(=O)[O-])Cl', 'Clc1cnc2c(n1)CC2Cl', '[O-]C(=O)C1=Cc2c([C]=C1)ccc1=C(C(=[C]C=c21)Cl)C(=O)[O-]']",3
hMOF-5057978,N#CC=C(C#N)O.OO[C]1N(C2=C(O)C=C(C=[C]2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2O)O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1cc(O)c(c(c1)O)C(=O)[O-].OO[C]1N(C2=[C]C(=C(C(=C2)O)C(=O)[O-])O)C(=O)c2c3c1c(O)cc1c3c(cc2)c2c3c1cc(O)c1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat3;5057978,0.64535,1.6148,2.31696,4.80675,7.58336,[Zn][Zn],"['N#CC=C(C#N)O', 'OO[C]1N(C2=C(O)C=C(C=[C]2)C(=O)[O-])C(=O)c2c3c1ccc1c3c(c(c2O)O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1cc(O)c(c(c1)O)C(=O)[O-]', 'OO[C]1N(C2=[C]C(=C(C(=C2)O)C(=O)[O-])O)C(=O)c2c3c1c(O)cc1c3c(cc2)c2c3c1cc(O)c1c3c(cc2)C(=O)N(C1=O)c1ccc(cc1)C(=O)[O-]']",3
hMOF-21231,CCCC(=C(C(=O)[O-])CCC)C(=O)[O-].CCCC(=N)C=N.[O-]C(=O)C=CC(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.483448,1.57531,2.25994,4.42379,5.19458,[Zn][Zn],"['CCCC(=C(C(=O)[O-])CCC)C(=O)[O-]', 'CCCC(=N)C=N', '[O-]C(=O)C=CC(=O)[O-]']",3
hMOF-22881,ClC1=NC=C(C(=[C]1)c1ccnc(c1)Cl)Cl.[O-]C(=O)C1=Cc2c(C=[C]1)c(Cl)c(cc2Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1,0.594643,2.12719,3.0397,4.57835,5.91016,[Zn][Zn],"['ClC1=NC=C(C(=[C]1)c1ccnc(c1)Cl)Cl', '[O-]C(=O)C1=Cc2c(C=[C]1)c(Cl)c(cc2Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)C(=O)[O-]']",3
hMOF-27178,CCOc1c(OCC)ccc2c1nc1cccc(c1n2)OCC.CCOc1cc2ccc3c(c2cc1C(=O)[O-])ccc1c3cc(cc1)C(=O)[O-].C[C]Oc1cc2c(c3c1[C]=CC(=C3OCC)C(=O)[O-])cc(c1c2c(OCC)c(c(c1)[O])C(=O)[O-])OCC.[Zn][Zn] MOFid-v1.pcu.cat0,0.524343,1.48553,2.0567,3.77737,4.88249,[Zn][Zn],"['CCOc1c(OCC)ccc2c1nc1cccc(c1n2)OCC', 'CCOc1cc2ccc3c(c2cc1C(=O)[O-])ccc1c3cc(cc1)C(=O)[O-]', 'C[C]Oc1cc2c(c3c1[C]=CC(=C3OCC)C(=O)[O-])cc(c1c2c(OCC)c(c(c1)[O])C(=O)[O-])OCC']",3
hMOF-23760,CCOC1=N[CH]C(=N[CH]1)OCC.CCOc1ccc2c(c1)c(cc(c2C(=O)[O-])OCC)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat0,0.310649,1.23084,2.10137,4.09707,5.35273,[Zn][Zn],"['CCOC1=N[CH]C(=N[CH]1)OCC', 'CCOc1ccc2c(c1)c(cc(c2C(=O)[O-])OCC)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]']",3
hMOF-22947,ClC1=NC=[C]C(=C1)C1=C(Cl)C(=C(C(=[C]1)Cl)c1cc(Cl)nc(c1Cl)Cl)Cl.[O-]C(=O)C1=[C]c2c(C=C1)cc(c(c2)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c(Cl)cc(cc1Cl)C1=[C]C(=C(C=C1Cl)C(=O)[O-])Cl.[Zn][Zn] MOFid-v1.pcu.cat2,0.94194,2.14676,2.43219,3.43586,3.91573,[Zn][Zn],"['ClC1=NC=[C]C(=C1)C1=C(Cl)C(=C(C(=[C]1)Cl)c1cc(Cl)nc(c1Cl)Cl)Cl', '[O-]C(=O)C1=[C]c2c(C=C1)cc(c(c2)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1c(Cl)cc(cc1Cl)C1=[C]C(=C(C=C1Cl)C(=O)[O-])Cl']",3
hMOF-22209,CCCC(=CC(=O)[O-])C(=C(C(=O)[O-])CCC)CCC.CCCC(=CC(=O)[O-])C=C(C(=O)[O-])C[CH2].CCCC(=N)C=[N].[Zn][Zn] MOFid-v1.pcu.cat0,0.372427,1.73197,3.0303,5.85395,7.54276,[Zn][Zn],"['CCCC(=CC(=O)[O-])C(=C(C(=O)[O-])CCC)CCC', 'CCCC(=CC(=O)[O-])C=C(C(=O)[O-])C[CH2]', 'CCCC(=N)C=[N]']",3
hMOF-5052464,Fc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])C(=O)[O-].Fc1nccc2c1c1cccnc1c(c2F)F.[O-]C(=O)c1cc2c3cc(F)c(c(c3c(cc2c(c1F)F)F)C(=O)[O-])F.[Zn][Zn] MOFid-v1.pcu.cat1;5052464,0.553722,1.78456,2.61988,4.89835,6.10861,[Zn][Zn],"['Fc1cc(ccc1c1nnc(nn1)c1ccc(c(c1)F)C(=O)[O-])C(=O)[O-]', 'Fc1nccc2c1c1cccnc1c(c2F)F', '[O-]C(=O)c1cc2c3cc(F)c(c(c3c(cc2c(c1F)F)F)C(=O)[O-])F']",3
hMOF-5041280,Fc1ncc(c(c1F)c1ccc(c(c1)F)c1c(F)cnc(c1F)F)F.[O-]C(=O)C12CC(F)C(CC1F)(C(C2F)F)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)c1ccc(cc1)c1cc(F)c(cc1F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5041280,0.228952,1.15562,2.31224,6.68766,9.53835,[Zn][Zn],"['Fc1ncc(c(c1F)c1ccc(c(c1)F)c1c(F)cnc(c1F)F)F', '[O-]C(=O)C12CC(F)C(CC1F)(C(C2F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)c1ccc(cc1)c1cc(F)c(cc1F)C(=O)[O-]']",3
hMOF-5037211,N#CC#CC#N.[O-]C(=O)C=C(C=C(C(=O)[O-])C)C.[O-]C(=O)C=CC=C(C(=O)[O-])C.[Zn][Zn] MOFid-v1.pcu.cat1;5037211,0.35983,1.52284,2.31728,4.30059,6.12738,[Zn][Zn],"['N#CC#CC#N', '[O-]C(=O)C=C(C=C(C(=O)[O-])C)C', '[O-]C(=O)C=CC=C(C(=O)[O-])C']",3
hMOF-5058065,N#CC12C(F)CC(C(C1F)F)(C(C2F)(F)F)C#N.[O-]C(=O)C#CC12CC(F)C(CC1F)(C(C2F)F)C#CC(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4c1c2c3cc(F)c3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat3;5058065,0.816209,1.75896,2.11784,2.58053,2.69434,[Zn][Zn],"['N#CC12C(F)CC(C(C1F)F)(C(C2F)(F)F)C#N', '[O-]C(=O)C#CC12CC(F)C(CC1F)(C(C2F)F)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)N1C(=O)c2cc(F)c3c4c2c(C1=O)c(F)cc4c1c2c3cc(F)c3c2c(c(c1)F)C(=O)N(C3=O)c1ccc(c(c1F)F)C(=O)[O-]']",3
hMOF-2000054,COc1c(cc(c(c1C(=O)[O-])OC)C(=O)[O-])C(=O)[O-].COc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn] MOFid-v1.tbo.cat0,0.452432,1.22381,2.03061,6.17499,10.887,[Zn][Zn],"['COc1c(cc(c(c1C(=O)[O-])OC)C(=O)[O-])C(=O)[O-]', 'COc1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]']",3
hMOF-5052557,Cc1ncc(c(c1)c1nnc(nn1)c1ccncc1C)C.[O-]C(=O)c1c(C)c2ccc3c4c2c(c1C)cc(c4c(c(c3)C(=O)[O-])C)C.[O-]C(=O)c1cc2cc(C)c3c4c2c(c1)c(C)cc4cc(c3C)C(=O)[O-].[Zn][Zn] MOFid-v1.pcu.cat1;5052557,0.309638,1.41134,2.61344,7.28287,10.2875,[Zn][Zn],"['Cc1ncc(c(c1)c1nnc(nn1)c1ccncc1C)C', '[O-]C(=O)c1c(C)c2ccc3c4c2c(c1C)cc(c4c(c(c3)C(=O)[O-])C)C', '[O-]C(=O)c1cc2cc(C)c3c4c2c(c1)c(C)cc4cc(c3C)C(=O)[O-]']",3
hMOF-25061,CCCC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])CCC)CCC.CCCc1cc2C(=CC=[C]c2c2c1cc(CCC)c(c2)C(=O)[O-])C(=O)[O-].CCCc1cnc2c(n1)C(C2)CCC.[Zn][Zn] MOFid-v1.pcu.cat0,1.20453,2.22822,2.66273,3.67243,3.99543,[Zn][Zn],"['CCCC1Cc2c1c(C(=O)[O-])c(c(c2C(=O)[O-])CCC)CCC', 'CCCc1cc2C(=CC=[C]c2c2c1cc(CCC)c(c2)C(=O)[O-])C(=O)[O-]', 'CCCc1cnc2c(n1)C(C2)CCC']",3
