MOF,MOFid,CO2_wc_001,CO2_wc_005,CO2_wc_01,CO2_wc_05,CO2_wc_25,metal_node,organic_linker,len_linkers
hMOF-1003151,[O-]C(=O)C1=CC(=c2c(=[C]1)c1ccc3c(c1cc2Cl)cc(c(c3)Cl)C(=O)[O-])Cl.[O-]C(=O)C1=[C]c2c(C(=C1)Cl)c(Cl)cc1c2cc(Cl)c2c1[C]=C(C(=C2)Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.922073,2.68242,3.94024,5.90081,7.80063,[V],"['[O-]C(=O)C1=CC(=c2c(=[C]1)c1ccc3c(c1cc2Cl)cc(c(c3)Cl)C(=O)[O-])Cl', '[O-]C(=O)C1=[C]c2c(C(=C1)Cl)c(Cl)cc1c2cc(Cl)c2c1[C]=C(C(=C2)Cl)C(=O)[O-]', '[O]']",3
hMOF-6003064,CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-].CCC1=c2ccc3c(c2=[C]C(=C1)C(=O)[O-])cc(c1c3cc(cc1CC)C(=O)[O-])CC.[O].[V] MOFid-v1.rna.cat0;6003064,2.09215,3.00175,3.39251,3.33107,3.47726,[V],"['CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-]', 'CCC1=c2ccc3c(c2=[C]C(=C1)C(=O)[O-])cc(c1c3cc(cc1CC)C(=O)[O-])CC', '[O]']",3
hMOF-1003139,Oc1c(O)c(C(=O)[O-])c(c2c1ccc1c2ccc2c1c(O)c(c(c2)O)C(=O)[O-])O.[O-]C(=O)c1ccc2c(c1)c1cc(O)c(c(c1c(c2)O)C(=O)[O-])O.[O].[V] MOFid-v1.rna.cat0,0.443243,1.72627,2.49569,4.71503,7.27111,[V],"['Oc1c(O)c(C(=O)[O-])c(c2c1ccc1c2ccc2c1c(O)c(c(c2)O)C(=O)[O-])O', '[O-]C(=O)c1ccc2c(c1)c1cc(O)c(c(c1c(c2)O)C(=O)[O-])O', '[O]']",3
hMOF-6001597,FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-].Fc1cc(ccc1C#Cc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6001597,0.487757,1.5419,2.30516,3.94445,5.42463,[V],"['FC(=C(C#CC(=O)[O-])F)C#CC(=O)[O-]', 'Fc1cc(ccc1C#Cc1cc(F)c(c(c1)F)C(=O)[O-])C(=O)[O-]', '[O]']",3
hMOF-1002901,COc1c([O])c2c(OC)c(O[CH2])c(c(c2c2c1c1cc(cc(c1cc2)[O])C(=O)[O-])OC)C([O])[O].COc1cc(C(=O)[O-])c(c(c1C(=O)[O-])[O])OC.[O].[V] MOFid-v1.rna,2.08777,3.12486,3.42571,4.09014,4.8812,[V],"['COc1c([O])c2c(OC)c(O[CH2])c(c(c2c2c1c1cc(cc(c1cc2)[O])C(=O)[O-])OC)C([O])[O]', 'COc1cc(C(=O)[O-])c(c(c1C(=O)[O-])[O])OC', '[O]']",3
hMOF-6002602,N=NC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2N=N)N=N.N=Nc1cc(N=N)c2c(c1)c(C(=O)[O-])c1c3c2C2([O])O[NH]2[N]c3c(cc1N=N)N=N.[O].[V] MOFid-v1.rna.cat0;6002602,0.98574,1.62607,2.13842,3.44562,4.72498,[V],"['N=NC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])CC2N=N)N=N', 'N=Nc1cc(N=N)c2c(c1)c(C(=O)[O-])c1c3c2C2([O])O[NH]2[N]c3c(cc1N=N)N=N', '[O]']",3
hMOF-1002972,COc1c2c(ccc3c2cc(cc3)C(=O)[O-])c2c(c1OC)c(OC)cc(c2)C(=O)[O-].[O-]C(=O)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.25002,2.41893,2.81952,4.33193,5.67633,[V],"['COc1c2c(ccc3c2cc(cc3)C(=O)[O-])c2c(c1OC)c(OC)cc(c2)C(=O)[O-]', '[O-]C(=O)C#CC(=O)[O-]', '[O]']",3
hMOF-6004020,OC(=C(c1cc(O)c(cc1O)C(=O)[O-])O)c1ccc(c(c1)O)C(=O)[O-].Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)c(cc1O)O.[O].[V] MOFid-v1.rna.cat0;6004020,0.664777,1.63341,2.15995,4.36257,7.10023,[V],"['OC(=C(c1cc(O)c(cc1O)C(=O)[O-])O)c1ccc(c(c1)O)C(=O)[O-]', 'Oc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(O)c(cc1O)O', '[O]']",3
hMOF-1002880,[O-]C(=O)C1=[C]c2c(C=C1)ccc1=c3c(=C([C]=c21)F)c(F)cc(c3)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.629054,1.95961,2.59596,5.32791,7.52284,[V],"['[O-]C(=O)C1=[C]c2c(C=C1)ccc1=c3c(=C([C]=c21)F)c(F)cc(c3)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)F)C(=O)[O-]', '[O]']",3
hMOF-6002618,CCC1C(CC)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2CC.CCc1cc(cc2c1ccc1c2c([CH2])cc2c1cc(cc2CC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002618,1.11591,2.55103,3.19278,5.69283,9.48815,[V],"['CCC1C(CC)C2(C#CC(=O)[O-])CCC1(C#CC(=O)[O-])CC2CC', 'CCc1cc(cc2c1ccc1c2c([CH2])cc2c1cc(cc2CC)C(=O)[O-])C(=O)[O-]', '[O]']",3
hMOF-1003086,[O-]C(=O)C=CC=CC(=O)[O-].[O-]C(=O)c1ccc2c(c1c1ccccc1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.598133,1.92291,2.71653,4.65072,7.01522,[V],"['[O-]C(=O)C=CC=CC(=O)[O-]', '[O-]C(=O)c1ccc2c(c1c1ccccc1)c1ccc3c(c1cc2)cc(cc3)C(=O)[O-]', '[O]']",3
hMOF-1002665,Cc1cc(ccc1N=Nc1ccc(c(c1C)C)C(=O)[O-])C(=O)[O-].Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1C)C)C.[O].[V] MOFid-v1.rna.cat0,1.90871,2.79371,3.2855,5.20882,7.26525,[V],"['Cc1cc(ccc1N=Nc1ccc(c(c1C)C)C(=O)[O-])C(=O)[O-]', 'Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1C)C)C', '[O]']",3
hMOF-1002990,CCc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])CC.CCc1cc2c(c3c1C(=C(CC)C(=[C]3)C(=O)[O-])CC)cc(c1c2cc(C(=O)[O-])c(c1)CC)CC.[O].[V] MOFid-v1.rna.cat0,1.51243,2.66289,3.27761,6.00365,9.93017,[V],"['CCc1cc(C#CC(=O)[O-])c(cc1C#CC(=O)[O-])CC', 'CCc1cc2c(c3c1C(=C(CC)C(=[C]3)C(=O)[O-])CC)cc(c1c2cc(C(=O)[O-])c(c1)CC)CC', '[O]']",3
hMOF-1003045,Cc1c(C)c(cc2c1cc(C)c1=c3cc(C(=O)[O-])c(c(c3=C([C]=c21)C)C)C)C(=O)[O-].[O-]C(=O)C=CC(=O)[O-].[O].[V] MOFid-v1.rna.cat0,2.48917,2.96803,3.40621,3.84249,4.21309,[V],"['Cc1c(C)c(cc2c1cc(C)c1=c3cc(C(=O)[O-])c(c(c3=C([C]=c21)C)C)C)C(=O)[O-]', '[O-]C(=O)C=CC(=O)[O-]', '[O]']",3
hMOF-1003134,[O-]C(=O)c1c2c(C)ccc(c2c(c2c1c(C)ccc2C)C(=O)[O-])C.[O-]C(=O)c1ccc2c(c1)c1cc(C)c3c(c1cc2C)cc(c(c3C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,4.37492,5.24427,5.29444,6.19501,6.26429,[V],"['[O-]C(=O)c1c2c(C)ccc(c2c(c2c1c(C)ccc2C)C(=O)[O-])C', '[O-]C(=O)c1ccc2c(c1)c1cc(C)c3c(c1cc2C)cc(c(c3C)C)C(=O)[O-]', '[O]']",3
hMOF-6004558,ClC1=C(Cl)C(=[C]C=C1c1nnc(nn1)C1=C[C]=C(C=C1)C(=O)[O-])C(=O)[O-].Clc1cc2c(cc1Cl)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=CC=[C]1)Cl.[O].[V] MOFid-v1.rna.cat0;6004558,0.950316,2.33969,2.69789,4.14864,6.23516,[V],"['ClC1=C(Cl)C(=[C]C=C1c1nnc(nn1)C1=C[C]=C(C=C1)C(=O)[O-])C(=O)[O-]', 'Clc1cc2c(cc1Cl)c(C(=O)[O-])c1c(c2C(=O)[O-])C(=CC=[C]1)Cl', '[O]']",3
hMOF-6004612,[O-]C(=O)c1ccc(c(c1)Cl)c1nnc(nn1)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1ccc2c(-c3c(Cl)cc4c(c3[C]=C2)cc(cc4Cl)C(=O)[O-])c1.[O].[V] MOFid-v1.rna.cat0;6004612,0.446898,1.42761,2.0213,3.79504,7.50189,[V],"['[O-]C(=O)c1ccc(c(c1)Cl)c1nnc(nn1)c1cc(Cl)c(cc1Cl)C(=O)[O-]', '[O-]C(=O)c1ccc2c(-c3c(Cl)cc4c(c3[C]=C2)cc(cc4Cl)C(=O)[O-])c1', '[O]']",3
hMOF-6001481,CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-].CCC1C(CC)c2c1c(C(=O)[O-])c(c(c2C(=O)[O-])CC)CC.[O].[V] MOFid-v1.rna.cat0;6001481,0.517038,1.54462,2.00703,3.71095,4.92189,[V],"['CCC(=C(C#CC(=O)[O-])CC)C#CC(=O)[O-]', 'CCC1C(CC)c2c1c(C(=O)[O-])c(c(c2C(=O)[O-])CC)CC', '[O]']",3
hMOF-1003070,N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N.N#Cc1cc2c(C#N)cc3c(c2cc1C(=O)[O-])cc(c1c3cc(cc1)C(=O)[O-])C#N.[O].[V] MOFid-v1.rna.cat0,0.363175,1.59594,2.27658,5.14456,7.03155,[V],"['N#CC(=CC(=O)[O-])C(=C(C(=O)[O-])C#N)C#N', 'N#Cc1cc2c(C#N)cc3c(c2cc1C(=O)[O-])cc(c1c3cc(cc1)C(=O)[O-])C#N', '[O]']",3
hMOF-6003958,NC(=Cc1cc(N)c(c(c1N)N)C(=O)[O-])c1cc(N)c(c(c1)N)C(=O)[O-].[O-]C(=O)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003958,0.414437,1.56327,2.5117,3.9191,5.15723,[V],"['NC(=Cc1cc(N)c(c(c1N)N)C(=O)[O-])c1cc(N)c(c(c1)N)C(=O)[O-]', '[O-]C(=O)C(=O)[O-]', '[O]']",3
hMOF-6004561,BrC1=C(C=C(C(=[C]1)C(=O)[O-])Br)c1nnc(nn1)C1=C(Br)[C]=C(C=C1Br)C(=O)[O-].[O-]C(=O)c1c2C=[C]C=Cc2c(c2=[C]C=CC=c12)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004561,0.685264,1.64128,2.15778,3.546,4.85641,[V],"['BrC1=C(C=C(C(=[C]1)C(=O)[O-])Br)c1nnc(nn1)C1=C(Br)[C]=C(C=C1Br)C(=O)[O-]', '[O-]C(=O)c1c2C=[C]C=Cc2c(c2=[C]C=CC=c12)C(=O)[O-]', '[O]']",3
hMOF-1002375,CCOc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])OCC.[CH2]COc1cc2c(c(c1C(=O)[O-])O)ccc(c2OCC)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.48766,1.52859,2.21053,4.16823,7.35724,[V],"['CCOc1cc(C(=O)[O-])c(cc1C#Cc1ccc(cc1)C(=O)[O-])OCC', '[CH2]COc1cc2c(c(c1C(=O)[O-])O)ccc(c2OCC)C(=O)[O-]', '[O]']",3
hMOF-6001976,[O-]C(=O)C12CC(F)C(C(C1)F)(C(C2F)F)C(=O)[O-].[O-]C(=O)c1ccc(cc1F)c1ccc(c(c1F)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001976,0.531969,1.67778,2.25301,4.70639,6.90339,[V],"['[O-]C(=O)C12CC(F)C(C(C1)F)(C(C2F)F)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1F)c1ccc(c(c1F)F)C(=O)[O-]', '[O]']",3
hMOF-6002871,CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-].CCc1cc(ccc1C#Cc1ccc(c(c1)CC)C(=O)[O-])C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002871,0.573963,1.38964,2.19127,3.81122,5.99274,[V],"['CCC12C3C4(C1C1(C2(C3(C41CC)CC)C(=O)[O-])CC)C(=O)[O-]', 'CCc1cc(ccc1C#Cc1ccc(c(c1)CC)C(=O)[O-])C(=O)[O-]', '[O]']",3
hMOF-6002200,Cc1cc(C)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1)C.[O-]C(=O)C12CC(C)C(C(C1C)C)(C(C2C)(C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6002200,1.66252,2.10393,2.00149,2.20688,2.6825,[V],"['Cc1cc(C)c2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(cc1)C', '[O-]C(=O)C12CC(C)C(C(C1C)C)(C(C2C)(C)C)C(=O)[O-]', '[O]']",3
hMOF-6002655,[O-]C(=O)C#CC#CC#CC(=O)[O-].[O-]C(=O)C#CC12CC(F)C(C(C1)(F)F)(CC2F)C#CC(=O)[O-].[O].[V] MOFid-v1.rna.cat1;6002655,0.320094,1.23674,2.0571,3.93024,4.8477,[V],"['[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O-]C(=O)C#CC12CC(F)C(C(C1)(F)F)(CC2F)C#CC(=O)[O-]', '[O]']",3
hMOF-1003127,Nc1ccc2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])N.[O-]C(=O)c1cc(N)c2c(c1)c1ccc3c(c1cc2)cc(c(c3)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.45475,3.18446,3.81363,5.07389,6.27842,[V],"['Nc1ccc2c(c1)c(C(=O)[O-])c(cc2C(=O)[O-])N', '[O-]C(=O)c1cc(N)c2c(c1)c1ccc3c(c1cc2)cc(c(c3)N)C(=O)[O-]', '[O]']",3
hMOF-6003996,[O-]C(=O)C1=C[C]=C(C=C1)C=CC1=[C][C]=C(C=C1Br)C(=O)[O-].[O-]C(=O)c1ccc(c2c1C=CC=[C]2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6003996,0.795159,1.86875,2.65672,4.20739,6.17007,[V],"['[O-]C(=O)C1=C[C]=C(C=C1)C=CC1=[C][C]=C(C=C1Br)C(=O)[O-]', '[O-]C(=O)c1ccc(c2c1C=CC=[C]2)C(=O)[O-]', '[O]']",3
hMOF-6004677,Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C.[O-]C(=O)C#CC#CC#CC(=O)[O-].[O].[V] MOFid-v1.UNKNOWN.cat1;6004677,0.364735,1.54467,2.36795,4.80111,6.44971,[V],"['Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])C', '[O-]C(=O)C#CC#CC#CC(=O)[O-]', '[O]']",3
hMOF-1003155,N[NH2]c1c(C(=O)[O-])c(N)cc2c1c1[C]=Cc3c(-c1c(c2)N)cc(cc3N)C(=O)[O-].[O-]C(=O)c1cc2c3ccc4c(c3ccc2c(c1N)N)c(N)c(cc4)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.43268,3.52554,4.01094,6.38424,8.72922,[V],"['N[NH2]c1c(C(=O)[O-])c(N)cc2c1c1[C]=Cc3c(-c1c(c2)N)cc(cc3N)C(=O)[O-]', '[O-]C(=O)c1cc2c3ccc4c(c3ccc2c(c1N)N)c(N)c(cc4)C(=O)[O-]', '[O]']",3
hMOF-6004564,Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1C)C)C(=O)[O-])C.Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1)C)C.[O].[V] MOFid-v1.rna.cat0;6004564,1.4698,2.4315,2.60533,4.36741,7.43628,[V],"['Cc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(c(c1C)C)C(=O)[O-])C', 'Cc1ccc2c(c1)c(C(=O)[O-])c1c(c2C(=O)[O-])c(C)c(c(c1)C)C', '[O]']",3
hMOF-6002625,N=NC1=C2C=C(N=N)C(=C([C]2c2c(=C1)c1c(N=N)c(C(=O)[O-])c(c3c1c(c2)n([NH])[nH]n3)N=N)N=N)C(=O)[O-].N=NC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])C(C2(N=N)N=N)N=N)N=N.[O].[V] MOFid-v1.rna.cat0;6002625,0.776926,1.91108,2.46156,4.16771,5.9305,[V],"['N=NC1=C2C=C(N=N)C(=C([C]2c2c(=C1)c1c(N=N)c(C(=O)[O-])c(c3c1c(c2)n([NH])[nH]n3)N=N)N=N)C(=O)[O-]', 'N=NC1CC2(C#CC(=O)[O-])C(CC1(C#CC(=O)[O-])C(C2(N=N)N=N)N=N)N=N', '[O]']",3
hMOF-1003081,[O-]C(=O)C=CC=C(C(=O)[O-])Br.[O-]C(=O)c1ccc2c(c1)c1c(Br)c(Br)c3c(c1cc2)cc(cc3)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.446699,1.68315,2.30956,4.43684,6.38501,[V],"['[O-]C(=O)C=CC=C(C(=O)[O-])Br', '[O-]C(=O)c1ccc2c(c1)c1c(Br)c(Br)c3c(c1cc2)cc(cc3)C(=O)[O-]', '[O]']",3
hMOF-6004026,CC(=Cc1ccc(c(c1)C)C(=O)[O-])c1cc(C)c(c(c1C)C)C(=O)[O-].[O-]C(=O)C1=CC=C([C]=C1)C=Cc1cc(C)c(cc1C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6004026,0.56063,1.78336,2.12709,4.51667,9.51466,[V],"['CC(=Cc1ccc(c(c1)C)C(=O)[O-])c1cc(C)c(c(c1C)C)C(=O)[O-]', '[O-]C(=O)C1=CC=C([C]=C1)C=Cc1cc(C)c(cc1C)C(=O)[O-]', '[O]']",3
hMOF-6001959,ClC1CC2(CCC1(CC2Cl)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0;6001959,0.351485,1.34996,2.13106,3.57419,4.27162,[V],"['ClC1CC2(CCC1(CC2Cl)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-]', '[O]']",3
hMOF-1002889,[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1=[C]C(=c3c(=c1cc2Br)cc(c(c3Br)Br)C(=O)[O-])Br.[O].[V] MOFid-v1.rna.cat0,0.634766,1.7986,2.26549,3.98717,4.37796,[V],"['[O-]C(=O)c1ccc(c(c1)Br)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1=[C]C(=c3c(=c1cc2Br)cc(c(c3Br)Br)C(=O)[O-])Br', '[O]']",3
hMOF-1003125,[O-]C(=O)C1=[C]c2c(C(=C1F)F)ccc1-c3c(C(=[C]c21)F)c(F)cc(c3F)C(=O)[O-].[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1c(c2)F)cc(c(c3)F)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,0.677211,2.0833,3.33438,6.57075,9.03711,[V],"['[O-]C(=O)C1=[C]c2c(C(=C1F)F)ccc1-c3c(C(=[C]c21)F)c(F)cc(c3F)C(=O)[O-]', '[O-]C(=O)c1ccc2c(c1)c1c(F)c(F)c3c(c1c(c2)F)cc(c(c3)F)C(=O)[O-]', '[O]']",3
hMOF-1002944,NC1C(N)c2c1c(ccc2C(=O)[O-])C(=O)[O-].Nc1c(N)c(cc2c1cc(N)c1c2c(N)c(c2c1cc(C(=O)[O-])c(c2N)N)N)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.29817,2.98183,3.31283,4.75486,5.27545,[V],"['NC1C(N)c2c1c(ccc2C(=O)[O-])C(=O)[O-]', 'Nc1c(N)c(cc2c1cc(N)c1c2c(N)c(c2c1cc(C(=O)[O-])c(c2N)N)N)C(=O)[O-]', '[O]']",3
hMOF-1003044,[O-]C(=O)C=CC(=O)[O-].[O-]C(=O)c1cc(C)c2c(c1)c1cc(C)c3c(c1c(c2)C)cc(c(c3C)C)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,2.30961,3.12362,3.30093,3.87181,5.02128,[V],"['[O-]C(=O)C=CC(=O)[O-]', '[O-]C(=O)c1cc(C)c2c(c1)c1cc(C)c3c(c1c(c2)C)cc(c(c3C)C)C(=O)[O-]', '[O]']",3
hMOF-1003067,[O-]C(=O)C1=CC=c2c(=[C]1)c1=[C]C(=c3c(=c1cc2O)cc(cc3O)C(=O)[O-])O.[O-]C(=O)C1=[C]c2c(C(=C1)O)ccc1c2c(O)cc2c1c(O)c(cc2)C(=O)[O-].[O].[V] MOFid-v1.rna.cat0,1.09492,3.37882,4.52849,7.04585,8.96528,[V],"['[O-]C(=O)C1=CC=c2c(=[C]1)c1=[C]C(=c3c(=c1cc2O)cc(cc3O)C(=O)[O-])O', '[O-]C(=O)C1=[C]c2c(C(=C1)O)ccc1c2c(O)cc2c1c(O)c(cc2)C(=O)[O-]', '[O]']",3
